range_km,range_miles,battery_kwh,battery_wh,charge_time_min,charge_time_hours,production_year,num_recalls,is_premium
275.58,,67.83,,34.2,,2022,1,0
421.08,,81.1,,36.36,,2020,1,0
368.32,,59.16,,68.97,,2020,1,0
403.69,,76.86,,18.86,,2023,2,0
298.84,,60.34,,38.68,,2022,1,1
457.05,,73.43,,98.11,,2018,1,0
314.31,,84.19,,23.01,,2024,1,1
422.6,,74.13,,35.62,,2023,1,0
386.49,,71.87,,65.03,,2019,2,0
369.58,,74.26,,12.06,,2023,1,1
365.14,,78.63,,8.0,,2024,2,0
344.91,,93.34,,48.09,,2022,0,0
451.24,,78.52,,19.44,,2023,2,0
380.69,,66.97,,20.19,,2021,3,0
310.19,,69.91,,111.74,,2019,0,1
358.88,,62.99,,22.01,,2024,0,0
387.06,,59.61,,129.03,,2018,0,0
429.38,,47.68,,8.0,,2022,2,0
346.75,,67.38,,17.64,,2019,2,0
350.42,,57.96,,49.59,,2022,2,1
381.29,,72.97,,8.0,,2018,1,0
428.04,,66.91,,20.56,,2019,2,1
304.72,,61.14,,80.17,,2023,1,1
407.79,,50.96,,60.25,,2024,1,1
354.48,,68.51,,13.92,,2023,2,0
362.16,,54.48,,18.51,,2020,2,0
490.09,,79.06,,29.54,,2018,1,0
369.19,,74.55,,55.19,,2023,1,0
421.51,,69.73,,8.0,,2020,2,1
419.54,,86.51,,31.5,,2021,3,0
315.1,,72.1,,8.0,,2021,2,0
278.5,,75.86,,21.3,,2024,0,1
425.15,,78.87,,8.9,,2024,0,1
320.4,,66.83,,15.53,,2022,2,0
288.47,,66.89,,16.91,,2023,1,0
436.44,,72.41,,61.75,,2023,2,0
323.93,,58.53,,12.94,,2022,2,1
337.51,,89.85,,45.78,,2019,1,0
488.59,,73.61,,32.0,,2023,2,0
288.71,,69.99,,68.49,,2023,1,0
310.9,,92.86,,16.29,,2020,1,1
354.72,,60.99,,219.74,,2022,2,1
366.79,,87.36,,14.73,,2023,0,1
330.84,,80.13,,36.39,,2023,2,1
316.27,,83.17,,42.01,,2024,2,0
463.05,,70.24,,32.45,,2022,1,1
394.46,,72.56,,82.23,,2024,1,0
412.18,,68.57,,8.0,,2018,1,0
372.45,,81.96,,38.2,,2023,2,0
395.92,,75.92,,29.65,,2021,0,0
431.31,,66.42,,22.68,,2020,4,0
325.2,,66.87,,17.85,,2023,0,0
394.57,,71.85,,8.0,,2021,1,1
418.28,,68.68,,44.09,,2023,2,0
464.96,,86.42,,8.0,,2024,0,0
487.13,,80.08,,74.25,,2022,0,0
383.84,,80.06,,24.94,,2022,3,0
442.63,,74.34,,39.06,,2023,2,0
233.14,,63.73,,8.0,,2024,1,1
465.38,,78.96,,8.0,,2019,1,1
340.08,,51.02,,11.3,,2021,1,0
366.74,,73.74,,63.54,,2024,0,0
404.26,,63.88,,27.94,,2024,1,0
371.56,,63.11,,15.64,,2022,2,1
390.8,,67.37,,79.53,,2018,1,0
467.32,,71.16,,8.95,,2024,0,0
358.87,,71.77,,12.62,,2023,1,0
320.22,,79.9,,62.97,,2022,1,0
479.74,,70.26,,8.0,,2024,0,1
408.97,,70.98,,10.45,,2020,1,0
485.72,,58.04,,30.94,,2021,2,0
427.5,,59.35,,103.55,,2023,2,1
307.2,,74.87,,12.98,,2018,1,1
415.5,,78.31,,10.07,,2024,1,1
325.88,,69.4,,154.79,,2023,1,1
380.41,,81.33,,31.22,,2020,1,0
375.84,,57.92,,8.0,,2021,1,0
291.03,,75.99,,13.59,,2021,3,1
335.3,,63.48,,32.04,,2024,3,0
501.29,,62.69,,8.0,,2021,1,0
393.11,,64.35,,49.54,,2021,1,0
370.34,,71.19,,31.05,,2023,0,0
479.71,,76.39,,51.95,,2022,1,1
358.21,,75.63,,17.56,,2021,1,0
374.97,,69.1,,22.88,,2022,0,1
434.49,,78.32,,110.58,,2024,2,0
357.96,,88.87,,9.94,,2022,0,0
338.94,,70.81,,8.0,,2018,2,1
256.04,,72.95,,169.23,,2023,3,0
328.49,,65.88,,8.0,,2024,2,1
327.97,,68.08,,92.04,,2019,1,1
388.72,,84.48,,73.44,,2023,3,0
346.42,,84.59,,28.09,,2021,1,0
498.69,,69.99,,51.32,,2022,0,1
321.83,,76.9,,8.0,,2021,0,0
457.04,,81.2,,60.59,,2023,1,0
392.09,,67.53,,64.32,,2019,2,0
424.37,,58.94,,8.0,,2019,0,1
421.03,,78.89,,28.88,,2022,2,0
258.0,,80.96,,124.29,,2021,0,0
379.36,,79.49,,126.79,,2024,0,1
365.58,,68.26,,175.05,,2020,1,0
317.69,,87.23,,44.9,,2023,2,0
405.28,,74.84,,8.0,,2024,1,0
474.41,,60.52,,22.37,,2021,1,0
232.98,,56.04,,54.52,,2024,0,0
350.6,,69.03,,14.02,,2021,2,0
311.48,,74.25,,69.78,,2022,1,1
383.95,,69.12,,82.99,,2018,1,0
362.09,,91.94,,60.56,,2021,2,0
346.69,,76.04,,17.59,,2019,1,0
417.92,,62.27,,56.82,,2018,1,0
469.99,,49.3,,8.0,,2024,0,0
526.37,,74.35,,17.15,,2023,0,0
339.32,,81.89,,60.93,,2021,1,0
279.85,,90.64,,66.52,,2023,0,1
410.76,,69.98,,16.12,,2022,1,1
468.58,,89.22,,135.52,,2024,2,0
424.75,,58.41,,13.41,,2020,0,1
468.35,,68.56,,45.31,,2022,0,0
367.6,,61.86,,88.69,,2018,1,0
346.47,,79.92,,33.67,,2023,1,0
386.35,,58.99,,22.34,,2022,0,1
361.82,,76.02,,9.98,,2023,2,0
416.47,,59.58,,9.19,,2023,0,0
433.34,,89.58,,8.0,,2021,0,0
437.64,,68.26,,24.58,,2020,1,0
408.08,,75.78,,33.34,,2020,3,0
393.52,,54.11,,76.72,,2023,0,0
423.69,,57.05,,10.29,,2024,1,0
272.04,,64.27,,59.11,,2022,0,0
391.58,,80.51,,49.75,,2020,4,0
382.89,,78.59,,42.27,,2019,1,1
391.72,,82.85,,17.41,,2022,0,1
375.18,,56.9,,16.07,,2023,1,0
403.75,,77.07,,59.75,,2023,3,1
348.4,,66.4,,13.48,,2021,1,0
442.12,,63.92,,16.8,,2022,0,0
406.05,,66.63,,141.03,,2022,3,1
388.29,,70.84,,240.0,,2020,2,1
341.64,,78.61,,8.0,,2022,1,0
424.84,,83.23,,48.75,,2024,2,0
391.37,,77.21,,32.21,,2023,1,0
338.45,,78.33,,25.89,,2024,3,0
376.88,,90.23,,13.54,,2024,1,0
414.6,,78.97,,29.72,,2020,2,1
410.34,,69.86,,25.61,,2024,0,0
406.79,,77.81,,21.55,,2023,4,1
385.09,,89.08,,79.63,,2024,1,1
436.42,,63.3,,13.25,,2020,0,0
448.08,,67.69,,38.22,,2021,1,0
420.55,,86.5,,83.86,,2022,2,0
347.69,,69.1,,162.26,,2018,0,1
321.81,,79.64,,38.77,,2022,1,0
350.08,,84.89,,30.83,,2024,1,0
487.45,,59.44,,77.1,,2024,0,0
395.49,,67.92,,8.77,,2020,0,0
496.95,,84.05,,41.76,,2021,1,1
373.39,,70.74,,8.0,,2024,0,1
365.77,,51.81,,45.31,,2019,1,1
375.93,,66.9,,66.73,,2022,1,0
374.93,,79.94,,8.0,,2024,0,1
337.45,,84.76,,79.24,,2023,2,1
316.81,,72.51,,8.0,,2024,1,1
407.57,,76.84,,8.12,,2024,2,1
438.02,,68.31,,76.03,,2023,2,1
514.47,,81.03,,8.0,,2022,0,1
356.15,,86.25,,47.06,,2023,0,0
360.6,,79.68,,14.67,,2023,1,0
337.58,,70.82,,11.99,,2021,0,0
441.92,,76.34,,44.11,,2022,0,0
424.82,,81.52,,8.0,,2023,4,0
331.77,,72.28,,35.9,,2021,2,0
330.38,,80.01,,108.52,,2023,1,0
432.39,,75.7,,80.08,,2020,2,1
401.08,,86.19,,79.99,,2022,0,0
421.71,,79.0,,15.16,,2019,2,1
331.45,,67.01,,50.75,,2024,3,0
276.73,,86.04,,63.61,,2021,0,1
331.88,,76.6,,97.3,,2024,3,0
417.83,,70.6,,12.88,,2023,2,1
496.11,,58.46,,60.09,,2021,1,0
356.38,,74.31,,11.1,,2023,0,1
505.17,,90.35,,8.0,,2022,1,0
425.64,,44.71,,27.61,,2024,2,1
303.38,,45.1,,60.98,,2023,0,1
391.77,,79.67,,10.13,,2023,1,0
427.52,,74.36,,8.0,,2023,1,0
246.6,,78.72,,19.66,,2022,0,1
415.44,,66.74,,9.52,,2022,0,0
444.5,,50.58,,20.22,,2021,1,1
401.94,,63.68,,106.52,,2020,1,1
376.61,,87.6,,57.21,,2021,2,0
370.49,,67.48,,19.6,,2023,3,0
367.28,,67.57,,16.51,,2021,1,0
315.32,,45.71,,106.71,,2020,2,0
342.19,,53.96,,92.27,,2024,1,1
357.09,,83.1,,38.92,,2022,3,0
386.24,,69.41,,18.59,,2018,0,0
349.38,,81.91,,66.02,,2023,3,0
332.2,,64.46,,45.77,,2023,1,0
421.79,,57.32,,34.93,,2021,2,1
400.38,,69.39,,56.34,,2023,2,0
350.34,,66.27,,8.0,,2024,0,0
407.85,,63.67,,111.78,,2020,1,0
355.08,,63.93,,151.58,,2022,1,1
383.47,,70.65,,18.38,,2023,2,0
433.63,,67.08,,123.22,,2019,3,0
346.79,,62.68,,66.73,,2023,2,0
315.52,,90.05,,118.89,,2023,2,0
372.02,,76.58,,104.77,,2022,2,1
305.01,,73.58,,9.42,,2023,2,0
364.74,,71.33,,12.65,,2023,1,1
364.56,,78.66,,12.68,,2021,0,1
244.5,,77.32,,8.0,,2020,1,1
409.18,,61.66,,21.29,,2024,1,0
369.95,,56.68,,18.92,,2022,1,0
445.0,,49.26,,17.7,,2023,2,0
391.85,,89.92,,18.02,,2022,2,0
420.46,,67.55,,8.0,,2023,2,1
445.45,,77.92,,8.64,,2020,2,0
372.76,,74.02,,14.74,,2020,3,0
379.95,,81.13,,92.32,,2024,2,0
293.46,,71.35,,109.66,,2019,2,0
448.17,,58.72,,14.1,,2022,1,0
371.99,,61.63,,49.76,,2020,2,0
324.68,,68.49,,79.85,,2022,0,1
420.68,,56.15,,29.63,,2022,1,1
260.11,,63.46,,59.17,,2023,2,1
356.39,,60.01,,156.42,,2021,2,0
429.96,,68.71,,8.0,,2022,3,0
355.93,,67.04,,8.0,,2020,0,0
340.51,,73.19,,42.91,,2019,1,1
357.11,,80.54,,29.83,,2020,2,0
269.45,,69.57,,14.78,,2024,1,0
419.35,,56.98,,104.33,,2022,3,0
373.24,,51.52,,78.53,,2022,1,1
365.02,,73.62,,12.9,,2023,2,1
365.22,,65.35,,62.5,,2024,0,1
380.77,,70.43,,74.03,,2018,4,0
415.94,,75.3,,16.53,,2019,2,0
377.14,,86.43,,8.0,,2022,1,1
305.11,,54.52,,79.8,,2020,0,1
411.65,,61.88,,8.0,,2022,0,0
407.42,,71.15,,27.35,,2023,1,1
391.3,,60.6,,9.08,,2022,0,0
439.14,,57.11,,110.19,,2023,3,0
381.67,,85.1,,8.0,,2018,2,1
441.13,,61.52,,8.0,,2022,2,1
457.4,,58.91,,50.81,,2023,0,0
412.03,,60.52,,9.66,,2024,1,1
338.86,,82.86,,8.0,,2019,2,0
372.81,,65.05,,8.0,,2018,3,1
448.14,,58.14,,38.06,,2021,1,0
297.63,,63.6,,10.58,,2021,0,0
358.44,,71.52,,19.89,,2024,1,0
361.14,,80.92,,79.6,,2021,0,1
332.41,,80.08,,8.11,,2020,2,1
428.01,,64.22,,73.51,,2024,2,0
400.72,,66.69,,62.72,,2022,1,0
340.89,,93.03,,74.71,,2023,0,0
413.3,,81.96,,17.9,,2020,2,1
371.29,,69.48,,26.85,,2023,2,0
331.04,,49.05,,51.56,,2024,2,0
340.79,,67.41,,8.0,,2023,2,0
403.98,,58.73,,45.78,,2020,3,0
431.65,,63.37,,8.0,,2020,0,0
353.23,,62.35,,14.27,,2019,2,1
409.94,,69.69,,69.7,,2024,1,1
467.0,,72.7,,42.37,,2023,0,0
310.76,,64.68,,40.84,,2018,2,1
399.56,,59.22,,10.81,,2024,2,1
425.69,,70.21,,46.29,,2021,0,1
374.77,,67.02,,8.0,,2023,0,0
448.11,,53.02,,140.56,,2024,0,1
500.94,,78.08,,12.23,,2023,1,0
398.88,,64.71,,73.63,,2024,3,0
367.15,,69.31,,106.16,,2024,1,1
433.73,,69.8,,8.0,,2020,3,0
426.31,,71.85,,8.0,,2021,1,0
241.46,,73.46,,87.1,,2024,1,1
379.85,,58.95,,60.64,,2019,1,1
358.3,,75.12,,8.0,,2024,0,0
401.82,,68.56,,74.52,,2020,0,1
369.35,,82.84,,69.85,,2023,0,1
375.32,,80.15,,25.98,,2021,1,1
332.52,,85.23,,123.23,,2024,0,1
420.4,,62.62,,36.65,,2022,2,0
471.03,,84.87,,24.57,,2020,1,0
333.38,,72.94,,8.0,,2024,4,0
303.16,,78.9,,128.22,,2022,1,1
381.1,,78.74,,8.0,,2024,1,1
378.42,,76.59,,14.75,,2022,1,0
444.4,,61.12,,54.9,,2024,1,0
312.39,,81.55,,8.0,,2019,1,0
350.41,,75.52,,32.85,,2024,4,0
261.88,,57.27,,8.0,,2022,0,1
455.62,,67.16,,8.0,,2021,0,0
393.78,,59.87,,43.1,,2018,1,0
354.51,,57.74,,38.8,,2020,2,1
307.28,,80.53,,55.67,,2021,0,0
312.32,,57.21,,40.44,,2023,1,0
402.78,,58.79,,24.5,,2023,0,0
319.09,,91.78,,27.35,,2024,1,1
385.72,,67.52,,10.44,,2024,1,0
492.36,,78.58,,8.0,,2023,1,0
360.88,,83.25,,82.83,,2023,0,0
327.12,,79.74,,49.37,,2024,1,1
401.01,,73.5,,8.0,,2020,1,0
312.58,,71.63,,12.89,,2019,0,0
474.6,,77.38,,83.56,,2023,1,1
457.2,,69.75,,135.02,,2021,2,0
370.97,,78.95,,65.78,,2022,0,1
330.65,,69.41,,35.44,,2023,1,0
356.58,,70.54,,85.41,,2024,0,1
363.74,,90.82,,41.4,,2024,2,0
401.1,,67.2,,50.48,,2023,0,1
437.18,,72.19,,73.68,,2022,3,1
322.99,,76.31,,18.35,,2023,1,1
435.6,,76.95,,64.47,,2020,2,0
413.97,,74.93,,9.74,,2024,0,0
352.07,,59.5,,9.07,,2022,0,0
320.23,,73.62,,70.05,,2021,1,0
386.39,,74.43,,34.85,,2022,1,1
321.72,,83.4,,22.44,,2023,1,0
436.3,,79.39,,31.13,,2023,1,0
318.19,,84.06,,160.15,,2020,0,1
410.12,,61.97,,94.33,,2023,1,0
375.57,,62.04,,29.75,,2024,0,1
349.17,,75.28,,33.28,,2020,2,1
374.34,,83.33,,40.01,,2019,0,0
439.4,,70.0,,65.71,,2019,1,0
314.43,,64.6,,86.94,,2018,1,1
357.33,,55.99,,8.0,,2018,1,0
338.65,,75.63,,41.55,,2024,1,1
377.88,,70.87,,10.82,,2023,1,0
342.34,,67.66,,40.84,,2024,0,1
282.76,,81.05,,8.0,,2021,1,1
321.97,,71.13,,69.3,,2023,0,0
470.08,,72.01,,45.43,,2022,2,0
393.57,,81.0,,84.42,,2022,1,1
391.68,,93.91,,121.39,,2022,0,1
364.46,,67.56,,114.11,,2022,0,0
377.16,,63.24,,8.0,,2020,0,1
356.36,,62.11,,19.86,,2022,1,1
408.98,,76.77,,27.72,,2021,2,1
385.54,,61.09,,65.34,,2020,1,0
315.58,,68.27,,8.0,,2023,2,0
393.95,,69.15,,109.04,,2023,1,1
244.77,,87.56,,21.96,,2021,0,1
402.76,,83.93,,41.88,,2023,0,0
302.49,,56.63,,165.61,,2018,2,0
374.72,,87.85,,89.99,,2024,0,0
314.3,,59.84,,18.89,,2020,1,0
380.16,,73.6,,27.83,,2024,0,0
411.81,,63.65,,61.72,,2019,1,0
462.66,,68.12,,57.16,,2023,2,1
295.23,,62.2,,51.24,,2020,0,0
433.65,,88.76,,8.0,,2024,2,0
387.21,,70.6,,9.32,,2021,2,1
355.21,,74.26,,10.53,,2018,2,1
421.79,,61.28,,12.12,,2018,4,0
367.02,,57.85,,8.0,,2024,0,1
419.46,,67.56,,69.01,,2019,0,1
325.43,,77.21,,17.53,,2024,0,0
345.19,,70.79,,62.76,,2020,0,0
431.9,,81.75,,112.61,,2021,2,0
461.7,,73.24,,15.77,,2024,2,0
378.07,,72.06,,25.4,,2023,1,0
226.7,,77.35,,8.0,,2020,1,0
369.05,,73.0,,14.67,,2021,1,0
381.78,,81.44,,33.19,,2022,1,1
367.2,,77.55,,8.34,,2024,2,0
398.5,,81.11,,32.34,,2023,1,0
353.77,,79.16,,15.76,,2023,2,0
426.14,,85.6,,193.62,,2021,0,0
315.83,,80.29,,19.79,,2023,1,1
448.03,,89.48,,8.0,,2020,3,0
465.25,,66.59,,26.9,,2022,2,0
329.78,,80.35,,17.07,,2022,2,0
329.75,,58.19,,19.41,,2023,2,0
402.59,,81.47,,19.44,,2020,3,0
314.7,,72.56,,89.46,,2019,2,0
352.91,,81.37,,28.97,,2024,2,0
440.64,,88.8,,12.24,,2020,1,1
420.57,,80.01,,66.05,,2021,0,0
488.91,,67.87,,24.61,,2024,1,0
389.39,,61.12,,8.0,,2022,1,1
346.4,,77.36,,240.0,,2020,1,0
382.82,,69.14,,8.0,,2022,3,0
371.72,,78.64,,51.88,,2024,1,0
372.49,,66.93,,79.0,,2024,2,1
378.69,,62.71,,18.34,,2023,0,0
328.75,,69.58,,8.0,,2021,1,0
395.52,,77.01,,24.1,,2024,1,0
302.52,,73.22,,27.67,,2024,0,0
340.57,,63.87,,240.0,,2024,0,1
373.46,,90.01,,8.0,,2020,1,1
255.72,,70.61,,44.8,,2021,1,0
422.29,,49.38,,68.54,,2020,2,0
267.08,,81.32,,40.41,,2020,0,0
416.83,,71.89,,41.75,,2021,1,0
308.9,,70.29,,87.44,,2018,2,0
357.73,,70.1,,34.98,,2024,1,0
408.55,,70.15,,89.61,,2024,1,0
500.9,,88.69,,9.91,,2024,0,0
386.4,,76.65,,30.49,,2019,1,1
270.96,,74.6,,8.0,,2022,2,0
432.45,,69.37,,68.33,,2018,0,1
367.24,,89.28,,63.08,,2022,0,1
383.84,,80.43,,32.53,,2019,0,0
410.68,,81.89,,21.16,,2021,2,0
257.6,,74.78,,19.41,,2021,1,0
380.36,,82.0,,9.43,,2021,2,0
357.47,,75.93,,23.45,,2020,1,1
447.2,,68.29,,15.22,,2019,1,1
419.99,,75.69,,36.2,,2018,2,1
290.51,,92.97,,64.85,,2023,1,0
449.44,,74.04,,49.75,,2024,2,0
404.72,,84.7,,30.3,,2024,0,1
294.9,,83.91,,124.66,,2023,1,0
383.07,,77.63,,9.23,,2019,2,0
436.92,,88.57,,42.91,,2022,0,1
313.23,,50.27,,8.0,,2019,5,1
455.77,,53.64,,46.95,,2022,3,0
296.81,,89.28,,54.27,,2024,0,1
336.48,,65.53,,64.1,,2020,2,0
328.14,,73.12,,45.78,,2024,2,0
455.73,,89.51,,8.0,,2021,0,1
352.99,,74.0,,8.0,,2020,0,1
316.05,,88.9,,52.61,,2022,1,1
404.49,,68.12,,67.23,,2024,0,0
416.36,,78.16,,8.0,,2021,1,0
416.71,,72.58,,8.0,,2020,2,0
365.08,,86.91,,65.6,,2023,3,0
394.0,,69.38,,144.34,,2023,3,0
344.24,,62.36,,30.87,,2019,1,1
472.11,,67.32,,8.0,,2021,2,0
442.93,,67.77,,16.28,,2019,4,0
439.56,,65.53,,63.87,,2023,0,0
423.68,,65.11,,32.91,,2022,4,1
408.59,,83.22,,8.0,,2024,0,0
311.56,,86.08,,15.49,,2023,1,0
414.83,,75.92,,58.7,,2021,3,1
386.28,,65.53,,16.56,,2021,2,0
449.49,,66.16,,23.78,,2022,3,1
424.41,,51.27,,98.88,,2019,1,0
410.27,,75.8,,175.4,,2024,2,0
287.37,,65.17,,59.45,,2023,1,0
375.1,,86.71,,11.53,,2023,1,1
349.32,,58.22,,11.7,,2023,0,0
393.88,,66.08,,15.24,,2022,2,1
357.14,,71.04,,8.0,,2021,2,1
364.82,,76.65,,8.28,,2022,1,0
405.25,,90.03,,12.42,,2023,0,0
356.23,,58.3,,45.3,,2021,2,0
386.69,,68.98,,39.81,,2022,2,0
296.43,,57.72,,17.51,,2023,1,1
334.22,,79.9,,9.2,,2021,1,0
416.08,,65.53,,41.09,,2024,0,0
312.34,,70.97,,8.0,,2020,4,1
448.51,,70.28,,8.0,,2024,1,0
433.59,,73.16,,20.31,,2018,1,1
365.25,,70.44,,35.19,,2023,0,0
544.93,,62.28,,54.73,,2022,1,1
448.37,,72.85,,48.78,,2020,0,1
327.79,,64.06,,19.97,,2024,2,0
421.04,,80.15,,44.65,,2020,1,0
383.62,,72.57,,9.97,,2022,1,0
337.28,,61.6,,28.59,,2022,0,1
321.15,,96.07,,40.12,,2024,0,0
434.72,,88.59,,57.29,,2023,1,0
347.11,,96.43,,8.0,,2019,3,1
374.4,,68.57,,8.0,,2022,1,1
329.34,,63.65,,8.0,,2024,2,0
338.85,,80.06,,33.21,,2023,0,0
373.02,,83.08,,35.45,,2019,2,0
401.35,,73.97,,8.0,,2022,0,0
237.64,,50.96,,44.9,,2019,0,1
380.93,,62.19,,60.52,,2019,1,0
338.96,,76.23,,8.0,,2024,2,0
457.13,,65.4,,17.28,,2023,3,1
541.85,,58.35,,79.67,,2019,2,1
360.24,,69.42,,48.81,,2021,2,0
285.28,,39.53,,15.26,,2023,2,0
386.43,,65.97,,56.94,,2024,1,0
368.7,,67.74,,91.67,,2019,3,0
488.42,,75.1,,15.54,,2019,1,0
471.66,,77.48,,48.42,,2019,0,0
427.6,,75.78,,8.0,,2022,2,0
347.73,,80.97,,8.0,,2022,2,0
417.28,,70.32,,37.07,,2020,0,0
394.58,,57.44,,28.48,,2022,0,0
393.27,,72.44,,69.77,,2021,0,0
294.3,,63.24,,63.65,,2020,1,1
438.4,,58.43,,14.19,,2018,1,1
385.93,,77.79,,30.16,,2019,0,1
374.45,,57.87,,59.21,,2021,2,0
346.99,,78.8,,13.27,,2022,1,0
336.35,,59.08,,18.87,,2020,0,0
397.45,,69.09,,8.0,,2023,0,1
283.8,,66.36,,8.0,,2022,0,0
423.42,,83.37,,39.57,,2023,1,0
322.02,,77.94,,28.84,,2021,3,0
266.77,,63.76,,8.0,,2024,2,0
480.2,,70.42,,8.0,,2024,4,0
332.81,,85.29,,8.0,,2022,3,0
340.28,,86.93,,58.16,,2023,2,0
442.4,,58.31,,8.0,,2020,1,0
481.99,,85.16,,21.63,,2023,1,0
295.68,,84.4,,11.46,,2023,1,0
327.41,,73.79,,33.48,,2020,3,1
331.45,,71.09,,30.09,,2021,0,1
431.41,,66.5,,171.02,,2024,1,1
470.15,,59.47,,62.26,,2020,0,0
320.59,,75.39,,117.01,,2022,0,0
457.81,,70.3,,36.23,,2024,1,1
341.0,,76.35,,56.22,,2021,0,1
398.49,,76.59,,94.69,,2020,1,1
310.07,,97.18,,8.0,,2022,3,0
373.29,,83.97,,103.76,,2020,1,0
373.89,,77.47,,9.99,,2024,4,0
362.67,,50.63,,51.28,,2023,1,0
401.17,,75.92,,62.34,,2022,2,0
324.61,,87.82,,8.0,,2022,2,0
331.4,,67.73,,128.51,,2023,1,1
404.08,,93.91,,109.67,,2021,1,0
453.81,,77.44,,44.64,,2020,4,0
378.75,,74.95,,8.0,,2021,1,0
407.7,,62.09,,35.06,,2019,0,0
421.69,,87.04,,17.72,,2024,3,0
425.68,,63.69,,112.15,,2024,2,1
327.56,,66.36,,21.92,,2020,0,0
337.26,,53.19,,49.7,,2024,0,0
342.05,,80.96,,42.56,,2022,3,1
486.07,,77.88,,13.28,,2020,2,1
407.95,,72.1,,32.21,,2022,3,0
405.48,,79.4,,22.16,,2019,1,0
400.14,,78.46,,19.72,,2020,0,0
307.36,,68.34,,83.8,,2020,2,0
486.6,,64.15,,8.0,,2024,2,0
406.36,,54.85,,22.19,,2024,0,1
419.77,,70.22,,8.0,,2022,1,0
282.9,,58.92,,12.75,,2020,3,1
422.88,,73.63,,40.83,,2021,1,1
360.41,,70.4,,8.0,,2021,2,0
307.25,,67.98,,13.29,,2022,0,1
327.54,,82.47,,89.13,,2020,0,0
310.43,,62.14,,49.44,,2022,2,0
309.5,,53.52,,8.0,,2021,3,0
383.33,,69.75,,204.83,,2023,2,1
358.73,,64.6,,121.93,,2022,2,1
398.37,,73.22,,8.0,,2022,0,1
472.18,,62.86,,107.07,,2019,1,0
372.88,,76.21,,33.53,,2020,1,1
256.53,,62.27,,111.32,,2021,4,0
366.69,,62.16,,144.63,,2023,4,1
445.64,,78.16,,49.68,,2021,1,1
375.27,,71.54,,14.46,,2021,1,1
464.11,,60.13,,108.6,,2023,2,1
404.91,,62.48,,35.79,,2024,1,1
278.9,,68.27,,17.55,,2023,0,0
386.03,,60.57,,25.88,,2022,1,0
396.34,,69.12,,21.89,,2020,1,0
439.42,,69.47,,114.99,,2024,0,0
480.08,,62.83,,71.98,,2021,1,0
429.92,,78.5,,8.0,,2022,2,0
404.23,,61.8,,8.0,,2022,2,1
417.19,,84.46,,8.0,,2022,0,0
370.76,,69.82,,39.59,,2018,0,0
299.54,,65.4,,70.75,,2024,0,0
382.28,,77.39,,30.39,,2024,1,0
400.09,,72.34,,32.13,,2019,2,1
313.8,,79.6,,11.55,,2024,0,0
452.96,,51.99,,25.82,,2020,3,0
435.3,,77.17,,12.47,,2020,3,0
304.55,,66.81,,13.45,,2022,7,0
455.12,,72.38,,20.84,,2024,2,0
363.04,,71.12,,8.0,,2022,1,0
337.18,,85.47,,130.21,,2021,0,1
439.36,,53.4,,103.17,,2022,1,1
377.19,,88.14,,66.82,,2020,0,0
484.46,,79.06,,35.3,,2024,1,0
333.09,,73.52,,70.42,,2024,1,0
284.76,,57.66,,153.51,,2023,1,0
364.58,,55.28,,14.01,,2020,0,1
423.41,,66.39,,19.03,,2022,0,1
329.01,,78.35,,54.84,,2021,2,1
306.84,,71.94,,43.24,,2024,2,0
392.59,,77.78,,73.16,,2019,2,0
299.5,,57.37,,17.9,,2021,2,1
396.87,,72.44,,15.62,,2022,2,0
361.27,,82.95,,36.98,,2024,2,1
407.2,,86.52,,8.0,,2023,3,0
303.89,,59.46,,8.0,,2024,2,0
451.4,,68.48,,11.76,,2020,0,1
369.93,,68.59,,8.0,,2019,0,0
421.99,,65.74,,8.0,,2022,2,0
432.79,,81.08,,63.21,,2022,1,0
316.34,,100.71,,32.91,,2021,1,0
428.52,,60.86,,46.43,,2023,4,0
301.62,,76.25,,8.0,,2022,3,0
304.64,,74.96,,12.46,,2021,1,0
488.02,,75.17,,8.0,,2022,3,0
441.15,,85.33,,240.0,,2024,1,1
494.05,,75.73,,8.0,,2021,3,1
359.64,,50.64,,8.0,,2022,1,0
385.63,,57.63,,40.0,,2021,0,0
409.0,,61.33,,16.94,,2022,3,0
379.33,,64.51,,91.79,,2024,0,1
338.96,,70.6,,74.8,,2023,2,0
330.72,,69.85,,85.1,,2020,2,0
391.76,,53.77,,55.8,,2019,3,0
321.32,,55.91,,8.0,,2018,0,0
319.78,,50.81,,8.0,,2024,0,0
401.65,,56.46,,8.0,,2022,1,0
374.77,,81.91,,67.97,,2022,1,0
431.55,,69.3,,44.96,,2021,2,1
356.63,,62.47,,166.42,,2022,1,1
348.03,,52.82,,43.32,,2021,2,1
403.3,,61.87,,12.04,,2023,1,0
335.34,,78.07,,8.0,,2023,2,0
343.8,,76.76,,19.11,,2022,2,0
345.99,,69.48,,9.36,,2023,2,0
368.47,,69.33,,41.58,,2022,4,0
477.48,,54.29,,8.0,,2023,1,0
304.28,,64.24,,62.19,,2023,0,1
451.25,,77.56,,50.09,,2019,1,1
420.58,,65.25,,55.99,,2024,0,0
466.18,,88.23,,141.38,,2021,0,0
552.52,,84.06,,44.16,,2021,1,1
458.73,,67.46,,65.26,,2021,1,1
430.91,,69.35,,8.0,,2024,0,0
307.81,,94.23,,120.38,,2024,1,0
